attrition_id,emp_id,department,role,left_date,tenure_months,annual_salary,primary_reason,secondary_reason,exit_interview_done,would_rejoin,notice_period_days,replacement_cost_lakh,age,gender,job_satisfaction,work_life_balance
ATT00259,EMP01376,Marketing,Marketing Executive,2023-11-26,26,701015.0,Company Culture,Growth Stagnation,1,Maybe,60,6.0,54,Male,3,2
ATT00260,EMP01379,Customer Success,Account Executive,2022-11-15,57,824424.0,Better Opportunity,Manager Issues,1,No,30,11.3,38,Female,5,2
ATT00261,EMP01385,Engineering,Engineering Manager,2024-02-17,16,2571332.0,Work Life Balance,Better Opportunity,0,Maybe,30,35.2,34,Female,1,4
ATT00262,EMP01387,Sales,Senior Sales,2022-11-13,2,747940.0,Higher Salary,Manager Issues,0,Maybe,30,10.7,49,Male,5,3
ATT00263,EMP01389,Operations,Operations Manager,2018-06-09,35,694589.0,Manager Issues,Better Opportunity,1,Maybe,30,9.8,35,Male,3,1
ATT00264,EMP01391,Product,VP Product,2016-06-22,9,659889.0,Competitor Offer,Better Opportunity,1,Maybe,30,6.0,54,Female,3,4
ATT00265,EMP01394,Sales,Sales Manager,2023-03-25,74,1195007.0,Work Life Balance,Growth Stagnation,1,No,60,14.5,55,Female,2,5
ATT00266,EMP01401,Engineering,Software Engineer,2022-11-10,69,838061.0,Manager Issues,Higher Salary,0,Maybe,90,8.1,23,Male,2,2
ATT00267,EMP01408,Sales,Regional Manager,2024-07-19,28,855093.0,Higher Salary,Personal Reasons,1,Yes,60,12.5,45,Female,1,4
ATT00268,EMP01410,HR,HR Executive,2024-05-21,99,481802.0,Higher Salary,Growth Stagnation,1,Maybe,60,4.2,53,Female,4,2
ATT00269,EMP01413,Engineering,DevOps Engineer,2020-03-05,4,871775.0,Manager Issues,Company Culture,1,Maybe,90,6.8,52,Female,3,2
ATT00270,EMP01417,Legal,Company Secretary,2024-10-01,54,741681.0,Relocation,Higher Salary,1,Maybe,90,9.9,22,Female,3,4
ATT00271,EMP01422,Engineering,Principal Engineer,2019-12-11,3,4256143.0,Personal Reasons,Relocation,1,No,90,33.9,25,Male,2,5
ATT00272,EMP01428,Engineering,DevOps Engineer,2018-10-14,33,657111.0,Better Opportunity,Work Life Balance,1,No,30,4.8,48,Male,1,2
ATT00273,EMP01432,Engineering,DevOps Engineer,2024-04-28,9,716267.0,Health Issues,Higher Salary,0,Maybe,30,8.4,25,Male,3,5
ATT00274,EMP01443,Legal,Legal Executive,2019-11-01,24,659999.0,Company Culture,Manager Issues,1,Maybe,30,5.8,28,Female,4,5
ATT00275,EMP01447,Finance,Finance Manager,2024-12-21,13,684363.0,Health Issues,Growth Stagnation,0,Yes,60,9.6,52,Female,1,5
ATT00276,EMP01448,Sales,Regional Manager,2021-01-23,43,671613.0,Competitor Offer,Relocation,0,Maybe,60,6.6,40,Male,3,5
ATT00277,EMP01452,Product,Senior PM,2024-12-19,110,2094199.0,Manager Issues,Personal Reasons,0,Maybe,60,12.0,22,Male,1,4
ATT00278,EMP01459,Engineering,DevOps Engineer,2016-11-17,5,712170.0,Relocation,Personal Reasons,1,No,60,6.6,26,Male,1,5
ATT00279,EMP01460,Customer Success,CS Executive,2021-04-16,10,777585.0,Competitor Offer,Health Issues,1,No,30,7.4,42,Male,1,1
ATT00280,EMP01461,Product,Product Analyst,2022-01-12,12,675131.0,Manager Issues,Competitor Offer,1,No,30,3.6,25,Female,1,3
ATT00281,EMP01467,Operations,Operations Executive,2024-04-23,33,602886.0,Better Opportunity,Manager Issues,1,No,90,7.3,26,Male,3,4
ATT00282,EMP01470,Legal,Legal Manager,2024-12-28,67,755321.0,Company Culture,Growth Stagnation,1,Yes,60,8.8,51,Male,4,5
ATT00283,EMP01480,Marketing,Brand Manager,2023-09-02,46,770271.0,Manager Issues,Health Issues,1,Maybe,30,10.7,49,Female,2,3
ATT00284,EMP01489,Finance,Finance Manager,2024-04-30,21,669140.0,Health Issues,Relocation,0,Maybe,60,4.2,36,Male,3,1
ATT00285,EMP01502,Sales,Account Manager,2019-05-24,10,835227.0,Higher Salary,Work Life Balance,1,No,30,4.8,24,Male,1,5
ATT00286,EMP01504,Data Analytics,BI Developer,2015-11-04,1,1093648.0,Personal Reasons,Work Life Balance,0,Yes,60,14.6,23,Male,2,1
ATT00287,EMP01506,Finance,CFO,2024-01-25,13,603612.0,Better Opportunity,Personal Reasons,1,No,60,9.0,50,Male,2,4
ATT00288,EMP01511,Data Analytics,Data Scientist,2024-03-31,5,1854878.0,Company Culture,Manager Issues,1,No,90,18.9,27,Female,1,3
ATT00289,EMP01513,Customer Success,CS Manager,2021-06-06,26,728367.0,Competitor Offer,Relocation,1,No,60,6.0,23,Male,5,5
ATT00290,EMP01515,Operations,Process Analyst,2021-12-13,10,793530.0,Work Life Balance,Competitor Offer,1,Maybe,30,5.6,30,Female,1,2
ATT00291,EMP01516,Legal,Legal Executive,2024-06-26,29,809467.0,Company Culture,Better Opportunity,1,Yes,60,5.6,34,Male,2,5
ATT00292,EMP01517,Operations,COO,2022-12-25,16,642896.0,Company Culture,Better Opportunity,0,No,30,3.6,27,Female,1,3
ATT00293,EMP01524,Sales,Account Manager,2020-11-19,49,808568.0,Relocation,Health Issues,1,No,90,11.3,52,Female,4,1
ATT00294,EMP01526,Customer Success,CS Executive,2024-11-03,54,667695.0,Work Life Balance,Higher Salary,0,No,90,3.8,53,Male,4,1
ATT00295,EMP01527,Customer Success,CS Manager,2021-08-29,71,775345.0,Higher Salary,Health Issues,0,No,90,11.2,47,Female,3,3
ATT00296,EMP01531,Customer Success,CS Executive,2021-11-25,22,615211.0,Company Culture,Personal Reasons,1,No,90,7.6,53,Male,5,3
ATT00297,EMP01534,Engineering,DevOps Engineer,2024-02-19,41,743774.0,Better Opportunity,Manager Issues,1,No,30,9.1,28,Male,4,1
ATT00298,EMP01553,Marketing,Marketing Executive,2017-04-26,3,812707.0,Competitor Offer,Health Issues,1,No,90,5.4,22,Female,2,4
ATT00299,EMP01554,Product,VP Product,2019-10-27,5,831242.0,Health Issues,Health Issues,1,Yes,60,8.5,45,Female,4,1
ATT00300,EMP01556,Marketing,SEO Analyst,2023-11-12,11,742010.0,Relocation,Work Life Balance,1,Yes,60,8.9,35,Female,4,5
ATT00301,EMP01564,Finance,Financial Analyst,2019-08-02,24,679623.0,Better Opportunity,Work Life Balance,1,Maybe,90,3.9,47,Male,2,4
ATT00302,EMP01565,Marketing,Marketing Executive,2019-01-06,41,868083.0,Manager Issues,Work Life Balance,1,No,90,7.4,49,Male,5,2
ATT00303,EMP01568,Finance,Controller,2022-02-20,57,782988.0,Higher Salary,Personal Reasons,1,Yes,30,5.5,39,Male,1,3
ATT00304,EMP01569,HR,Recruiter,2017-02-18,14,840958.0,Relocation,Higher Salary,1,No,60,8.4,44,Male,1,5
ATT00305,EMP01582,Engineering,DevOps Engineer,2023-11-14,8,735714.0,Work Life Balance,Growth Stagnation,0,Yes,90,10.6,38,Male,1,5
ATT00306,EMP01588,Marketing,Digital Marketing Manager,2024-10-02,11,601692.0,Better Opportunity,Personal Reasons,0,No,30,4.3,55,Female,2,4
ATT00307,EMP01600,Engineering,Engineering Manager,2019-12-09,12,2426624.0,Relocation,Growth Stagnation,1,No,60,15.3,30,Female,1,3
ATT00308,EMP01603,Customer Success,CS Executive,2024-06-12,6,602873.0,Better Opportunity,Health Issues,0,Yes,60,3.7,31,Female,4,5
ATT00309,EMP01618,Product,VP Product,2023-05-06,42,771057.0,Company Culture,Higher Salary,1,No,60,6.5,45,Female,3,1
ATT00310,EMP01621,HR,HR Executive,2018-09-29,13,456658.0,Work Life Balance,Company Culture,0,Maybe,60,3.4,29,Male,4,5
ATT00311,EMP01623,Product,Product Manager,2022-08-08,66,1513331.0,Health Issues,Company Culture,1,Maybe,30,12.3,26,Male,1,5
ATT00312,EMP01628,Engineering,Engineering Manager,2023-07-28,103,2769476.0,Health Issues,Health Issues,1,No,90,27.5,27,Female,3,1
ATT00313,EMP01632,Engineering,Software Engineer,2024-11-18,12,781907.0,Manager Issues,Health Issues,1,Maybe,90,8.5,48,Male,3,4
ATT00314,EMP01634,Legal,General Counsel,2024-01-29,1,847097.0,Work Life Balance,Personal Reasons,1,No,90,8.6,27,Female,4,1
ATT00315,EMP01642,Operations,Operations Executive,2021-08-27,44,649150.0,Competitor Offer,Company Culture,1,Maybe,30,5.3,25,Female,2,5
ATT00316,EMP01646,Engineering,Software Engineer,2020-07-17,28,701181.0,Higher Salary,Relocation,0,Maybe,30,9.6,23,Male,3,2
ATT00317,EMP01648,Product,Director of Product,2022-04-06,37,804553.0,Personal Reasons,Growth Stagnation,0,No,90,7.4,48,Female,4,2
ATT00318,EMP01655,Data Analytics,Senior Analyst,2024-01-14,8,1005238.0,Company Culture,Relocation,1,No,60,8.8,25,Female,4,5
ATT00319,EMP01660,Finance,Financial Analyst,2023-11-18,41,699753.0,Relocation,Relocation,0,Maybe,60,7.9,34,Male,3,3
ATT00320,EMP01675,Marketing,Digital Marketing Manager,2017-08-09,23,801685.0,Personal Reasons,Growth Stagnation,1,Yes,30,8.8,22,Female,5,4
ATT00321,EMP01676,Sales,Sales Manager,2022-04-08,24,1368421.0,Work Life Balance,Higher Salary,0,Yes,30,20.5,47,Male,5,1
ATT00322,EMP01677,Product,Senior PM,2024-09-14,63,2743486.0,Higher Salary,Manager Issues,1,Yes,30,18.7,28,Male,1,5
ATT00323,EMP01684,Customer Success,CS Executive,2024-09-04,18,861687.0,Relocation,Health Issues,1,No,60,10.1,38,Female,2,4
ATT00324,EMP01687,Product,Product Analyst,2020-01-21,27,598885.0,Growth Stagnation,Better Opportunity,1,No,90,5.6,49,Male,3,3
ATT00325,EMP01699,Data Analytics,BI Developer,2024-03-22,20,794929.0,Health Issues,Higher Salary,1,Yes,60,5.3,44,Male,3,4
ATT00326,EMP01707,HR,HR Director,2018-04-20,27,655528.0,Better Opportunity,Personal Reasons,1,Maybe,90,3.6,24,Male,2,3
ATT00327,EMP01711,Customer Success,CS Manager,2023-04-15,18,764640.0,Company Culture,Relocation,1,No,30,10.1,32,Male,1,1
ATT00328,EMP01715,HR,HR Business Partner,2023-08-29,11,759129.0,Growth Stagnation,Higher Salary,1,No,30,11.0,30,Female,1,3
ATT00329,EMP01719,Operations,Operations Executive,2019-05-23,1,826800.0,Manager Issues,Growth Stagnation,1,Maybe,60,11.0,42,Female,2,3
ATT00330,EMP01724,HR,Recruiter,2022-10-10,1,779648.0,Higher Salary,Relocation,1,Maybe,30,4.1,29,Male,5,5
ATT00331,EMP01725,Operations,COO,2024-04-05,62,678304.0,Manager Issues,Relocation,1,Yes,90,4.4,32,Male,4,4
ATT00332,EMP01726,Sales,Sales Manager,2021-10-10,38,1359963.0,Health Issues,Personal Reasons,0,Maybe,30,12.3,50,Female,1,3
ATT00333,EMP01741,Marketing,Digital Marketing Manager,2024-03-12,15,634150.0,Better Opportunity,Health Issues,1,Maybe,90,8.1,46,Male,3,4
ATT00334,EMP01744,HR,HR Executive,2023-03-24,5,524525.0,Manager Issues,Personal Reasons,1,Maybe,30,7.3,46,Female,3,1
ATT00335,EMP01745,Engineering,Software Engineer,2023-07-15,16,949802.0,Health Issues,Personal Reasons,1,Maybe,30,9.6,33,Female,3,3
ATT00336,EMP01752,HR,Recruiter,2022-08-07,13,766562.0,Manager Issues,Higher Salary,1,No,90,11.1,28,Male,1,5
ATT00337,EMP01756,Customer Success,CS Director,2022-04-30,63,763351.0,Personal Reasons,Higher Salary,0,No,30,8.4,44,Female,2,2
ATT00338,EMP01759,HR,HR Business Partner,2024-11-27,12,635134.0,Personal Reasons,Work Life Balance,1,No,30,7.4,24,Male,2,5
ATT00339,EMP01767,Customer Success,Account Executive,2022-05-13,15,728276.0,Company Culture,Relocation,0,Yes,90,6.4,25,Male,2,4
ATT00340,EMP01771,Marketing,Marketing Executive,2018-11-25,11,734623.0,Personal Reasons,Work Life Balance,1,No,30,7.6,37,Male,4,2
ATT00341,EMP01778,Marketing,Marketing Executive,2019-04-28,3,850130.0,Better Opportunity,Competitor Offer,1,Maybe,90,11.0,34,Male,3,3
ATT00342,EMP01789,Data Analytics,Data Analyst,2020-04-06,29,584368.0,Personal Reasons,Growth Stagnation,1,No,90,6.9,29,Female,1,2
ATT00343,EMP01790,Customer Success,CS Director,2022-02-22,5,642255.0,Company Culture,Relocation,1,No,60,5.8,51,Male,1,1
ATT00344,EMP01793,Marketing,Content Writer,2019-10-23,15,737994.0,Competitor Offer,Relocation,1,Maybe,90,8.5,22,Male,1,5
ATT00345,EMP01799,Product,Product Analyst,2021-11-24,14,808063.0,Higher Salary,Health Issues,0,Yes,30,4.1,30,Female,5,4
ATT00346,EMP01806,Sales,Account Manager,2022-07-18,5,822274.0,Company Culture,Company Culture,1,Maybe,60,11.2,24,Female,1,3
ATT00347,EMP01807,Legal,Legal Executive,2023-08-12,71,651217.0,Relocation,Competitor Offer,1,Maybe,60,5.7,55,Female,2,5
ATT00348,EMP01809,Data Analytics,Analytics Manager,2022-11-18,0,2320822.0,Higher Salary,Manager Issues,0,Maybe,60,34.2,39,Male,3,5
ATT00349,EMP01811,Engineering,Engineering Manager,2018-10-03,39,3150682.0,Higher Salary,Growth Stagnation,1,No,30,28.3,53,Female,5,2
ATT00350,EMP01812,Legal,Legal Manager,2024-09-09,99,851977.0,Health Issues,Higher Salary,0,Yes,30,10.2,22,Female,4,1
ATT00351,EMP01813,Product,Product Analyst,2021-11-30,23,603909.0,Health Issues,Health Issues,1,No,90,6.1,29,Male,1,4
ATT00352,EMP01828,HR,HR Manager,2022-08-03,32,683311.0,Work Life Balance,Growth Stagnation,1,Maybe,30,5.4,53,Male,3,1
ATT00353,EMP01834,Engineering,Software Engineer,2022-03-17,80,992134.0,Work Life Balance,Growth Stagnation,1,Yes,30,13.2,25,Male,3,3
ATT00354,EMP01839,Sales,VP Sales,2023-03-27,10,685013.0,Work Life Balance,Relocation,0,No,60,8.3,27,Male,5,3
ATT00355,EMP01841,Sales,Senior Sales,2023-08-29,0,806105.0,Personal Reasons,Higher Salary,1,Yes,90,11.5,22,Female,4,4
ATT00356,EMP01848,Product,VP Product,2023-01-24,9,793635.0,Growth Stagnation,Work Life Balance,1,No,90,4.8,48,Female,5,5
ATT00357,EMP01854,Engineering,Tech Lead,2022-03-02,59,2051832.0,Company Culture,Growth Stagnation,0,Yes,60,21.3,23,Female,2,4
ATT00358,EMP01856,Sales,Sales Executive,2023-10-15,74,609808.0,Work Life Balance,Growth Stagnation,1,Maybe,90,6.7,36,Male,2,3
ATT00359,EMP01858,HR,HR Business Partner,2022-12-29,79,639710.0,Work Life Balance,Health Issues,0,Maybe,30,3.9,38,Female,2,2
ATT00360,EMP01869,Sales,VP Sales,2016-09-15,2,662337.0,Growth Stagnation,Higher Salary,1,Yes,30,7.4,29,Male,5,2
ATT00361,EMP01873,Legal,General Counsel,2023-06-08,40,815095.0,Better Opportunity,Relocation,1,Yes,30,11.5,24,Male,3,1
ATT00362,EMP01875,Product,Product Analyst,2022-07-03,71,707941.0,Health Issues,Personal Reasons,0,Yes,90,7.5,51,Male,2,2
ATT00363,EMP01876,Finance,CFO,2021-09-10,28,809256.0,Higher Salary,Personal Reasons,1,No,30,10.1,39,Female,4,5
ATT00364,EMP01880,Customer Success,Account Executive,2021-02-19,10,763657.0,Competitor Offer,Higher Salary,1,Yes,30,3.9,35,Male,3,3
ATT00365,EMP01884,Engineering,Engineering Manager,2024-10-20,36,3402094.0,Higher Salary,Manager Issues,1,Maybe,60,34.6,38,Male,2,5
ATT00366,EMP01888,Engineering,Engineering Manager,2023-08-05,43,2716723.0,Health Issues,Better Opportunity,1,Yes,60,32.2,26,Male,1,2
ATT00367,EMP01894,HR,HR Business Partner,2019-06-11,38,838996.0,Manager Issues,Work Life Balance,1,Maybe,90,11.7,27,Female,2,4
ATT00368,EMP01899,Finance,Financial Analyst,2024-06-07,50,746101.0,Higher Salary,Competitor Offer,1,Yes,60,5.4,28,Male,2,3
ATT00369,EMP01906,Operations,Operations Manager,2023-12-21,52,641510.0,Higher Salary,Better Opportunity,0,Maybe,60,7.5,52,Female,4,1
ATT00370,EMP01907,Engineering,DevOps Engineer,2021-09-22,20,787239.0,Company Culture,Competitor Offer,1,Yes,60,7.4,41,Female,5,2
ATT00371,EMP01917,Customer Success,CS Manager,2020-02-08,0,704627.0,Manager Issues,Growth Stagnation,0,No,30,10.3,24,Male,2,2
ATT00372,EMP01918,Customer Success,Account Executive,2021-06-30,72,846978.0,Growth Stagnation,Company Culture,0,Maybe,60,10.9,26,Female,2,3
ATT00373,EMP01920,Customer Success,CS Director,2015-12-31,1,793519.0,Relocation,Higher Salary,1,Yes,30,9.2,44,Male,5,3
ATT00374,EMP01925,Product,Product Manager,2020-10-22,60,1866640.0,Growth Stagnation,Personal Reasons,1,Maybe,90,26.0,45,Male,2,1
ATT00375,EMP01929,Sales,Sales Manager,2022-04-20,3,1030201.0,Manager Issues,Work Life Balance,1,No,30,7.4,50,Male,3,5
ATT00376,EMP01941,Data Analytics,Data Scientist,2018-09-27,33,1694385.0,Health Issues,Health Issues,1,No,30,21.1,22,Female,1,5
ATT00377,EMP01945,Engineering,Engineering Manager,2022-03-10,13,2733227.0,Competitor Offer,Company Culture,1,No,60,32.3,37,Male,4,5
ATT00378,EMP01952,Finance,Financial Analyst,2021-05-07,17,641818.0,Competitor Offer,Manager Issues,1,Yes,30,9.2,22,Male,4,1
ATT00379,EMP01957,Engineering,Senior Engineer,2019-08-06,46,1495378.0,Relocation,Manager Issues,1,Maybe,60,13.4,42,Male,2,5
ATT00380,EMP01961,Legal,Company Secretary,2024-07-20,60,668658.0,Relocation,Better Opportunity,1,No,60,6.6,45,Female,4,4
ATT00381,EMP01962,Finance,CFO,2023-07-06,5,714736.0,Competitor Offer,Work Life Balance,0,Maybe,60,10.4,55,Male,3,3
ATT00382,EMP01964,Customer Success,Account Executive,2023-09-21,33,634430.0,Relocation,Company Culture,0,No,60,4.5,29,Male,1,5
ATT00383,EMP01973,Product,Director of Product,2024-10-03,14,618757.0,Health Issues,Company Culture,1,Maybe,90,5.2,31,Female,3,5
ATT00384,EMP01976,Engineering,Principal Engineer,2020-07-05,11,3392969.0,Higher Salary,Competitor Offer,0,Maybe,30,28.6,48,Female,4,4
ATT00385,EMP01978,Engineering,Principal Engineer,2024-09-20,13,3710183.0,Health Issues,Competitor Offer,1,Yes,60,43.3,26,Male,3,4
ATT00386,EMP01981,Engineering,Principal Engineer,2017-07-11,20,3121682.0,Personal Reasons,Health Issues,1,No,90,44.8,33,Male,4,4
ATT00387,EMP01986,Operations,Operations Manager,2022-09-28,51,717383.0,Competitor Offer,Higher Salary,1,No,60,6.2,54,Male,5,5
ATT00388,EMP01997,Product,Product Manager,2018-02-18,11,1486132.0,Competitor Offer,Relocation,1,Maybe,30,12.9,55,Male,1,2
ATT00389,EMP02000,Engineering,Software Engineer,2020-05-17,23,946839.0,Better Opportunity,Relocation,1,No,60,6.3,44,Male,1,1
